txn_id,account_id,category_id,merchant_id,txn_date,description,amount
5231,1232,6,232,2025-05-02,Daily expense,-241
5232,1233,7,233,2025-05-03,Daily expense,-242
5233,1234,8,234,2025-05-04,Daily expense,-243
5234,1235,9,235,2025-05-05,Daily expense,-244
5235,1236,1,,2025-05-06,Monthly income,3235
5236,1237,11,237,2025-05-07,Daily expense,-246
5237,1238,12,238,2025-05-08,Daily expense,-247
5238,1239,13,239,2025-05-09,Daily expense,-248
5239,1240,14,240,2025-05-10,Daily expense,-249
5240,1241,1,,2025-05-11,Monthly income,3240
5241,1242,6,242,2025-05-12,Daily expense,-251
5242,1243,7,243,2025-05-13,Daily expense,-252
5243,1244,8,244,2025-05-14,Daily expense,-253
5244,1245,9,245,2025-05-15,Daily expense,-254
5245,1246,1,,2025-05-16,Monthly income,3245
5246,1247,11,247,2025-05-17,Daily expense,-256
5247,1248,12,248,2025-05-18,Daily expense,-257
5248,1249,13,249,2025-05-19,Daily expense,-258
5249,1250,14,250,2025-05-20,Daily expense,-259
5250,1251,1,,2025-05-21,Monthly income,3250
5251,1252,6,252,2025-05-22,Daily expense,-11
5252,1253,7,253,2025-05-23,Daily expense,-12
5253,1254,8,254,2025-05-24,Daily expense,-13
5254,1255,9,255,2025-05-25,Daily expense,-14
5255,1256,1,,2025-05-26,Monthly income,3255
5256,1257,11,257,2025-05-27,Daily expense,-16
5257,1258,12,258,2025-05-28,Daily expense,-17
5258,1259,13,259,2025-05-29,Daily expense,-18
5259,1260,14,260,2025-05-30,Daily expense,-19
5260,1261,1,,2025-05-31,Monthly income,3260
5261,1262,6,262,2025-06-01,Daily expense,-21
5262,1263,7,263,2025-06-02,Daily expense,-22
5263,1264,8,264,2025-06-03,Daily expense,-23
5264,1265,9,265,2025-06-04,Daily expense,-24
5265,1266,1,,2025-06-05,Monthly income,3265
5266,1267,11,267,2025-06-06,Daily expense,-26
5267,1268,12,268,2025-06-07,Daily expense,-27
5268,1269,13,269,2025-06-08,Daily expense,-28
5269,1270,14,270,2025-06-09,Daily expense,-29
5270,1271,1,,2025-06-10,Monthly income,3270
5271,1272,6,272,2025-06-11,Daily expense,-31
5272,1273,7,273,2025-06-12,Daily expense,-32
5273,1274,8,274,2025-06-13,Daily expense,-33
5274,1275,9,275,2025-06-14,Daily expense,-34
5275,1276,1,,2025-06-15,Monthly income,3275
5276,1277,11,277,2025-06-16,Daily expense,-36
5277,1278,12,278,2025-06-17,Daily expense,-37
5278,1279,13,279,2025-06-18,Daily expense,-38
5279,1280,14,280,2025-06-19,Daily expense,-39
5280,1281,1,,2025-06-20,Monthly income,3280
5281,1282,6,282,2025-06-21,Daily expense,-41
5282,1283,7,283,2025-06-22,Daily expense,-42
5283,1284,8,284,2025-06-23,Daily expense,-43
5284,1285,9,285,2025-06-24,Daily expense,-44
5285,1286,1,,2025-06-25,Monthly income,3285
5286,1287,11,287,2025-06-26,Daily expense,-46
5287,1288,12,288,2025-06-27,Daily expense,-47
5288,1289,13,289,2025-06-28,Daily expense,-48
5289,1290,14,290,2025-06-29,Daily expense,-49
5290,1291,1,,2025-06-30,Monthly income,3290
5291,1292,6,292,2025-07-01,Daily expense,-51
5292,1293,7,293,2025-07-02,Daily expense,-52
5293,1294,8,294,2025-07-03,Daily expense,-53
5294,1295,9,295,2025-07-04,Daily expense,-54
5295,1296,1,,2025-07-05,Monthly income,3295
5296,1297,11,297,2025-07-06,Daily expense,-56
5297,1298,12,298,2025-07-07,Daily expense,-57
5298,1299,13,299,2025-07-08,Daily expense,-58
5299,1300,14,300,2025-07-09,Daily expense,-59
5300,1301,1,,2025-07-10,Monthly income,3300
5301,1302,6,302,2025-07-11,Daily expense,-61
5302,1303,7,303,2025-07-12,Daily expense,-62
5303,1304,8,304,2025-07-13,Daily expense,-63
5304,1305,9,305,2025-07-14,Daily expense,-64
5305,1306,1,,2025-07-15,Monthly income,3305
5306,1307,11,307,2025-07-16,Daily expense,-66
5307,1308,12,308,2025-07-17,Daily expense,-67
5308,1309,13,309,2025-07-18,Daily expense,-68
5309,1310,14,310,2025-07-19,Daily expense,-69
5310,1311,1,,2025-07-20,Monthly income,3310
5311,1312,6,312,2025-07-21,Daily expense,-71
5312,1313,7,313,2025-07-22,Daily expense,-72
5313,1314,8,314,2025-07-23,Daily expense,-73
5314,1315,9,315,2025-07-24,Daily expense,-74
5315,1316,1,,2025-07-25,Monthly income,3315
5316,1317,11,317,2025-07-26,Daily expense,-76
5317,1318,12,318,2025-07-27,Daily expense,-77
5318,1319,13,319,2025-07-28,Daily expense,-78
5319,1320,14,320,2025-07-29,Daily expense,-79
5320,1321,1,,2025-07-30,Monthly income,3320
5321,1322,6,322,2025-07-31,Daily expense,-81
5322,1323,7,323,2025-08-01,Daily expense,-82
5323,1324,8,324,2025-08-02,Daily expense,-83
5324,1325,9,325,2025-08-03,Daily expense,-84
5325,1326,1,,2025-08-04,Monthly income,3325
5326,1327,11,327,2025-08-05,Daily expense,-86
5327,1328,12,328,2025-08-06,Daily expense,-87
5328,1329,13,329,2025-08-07,Daily expense,-88
5329,1330,14,330,2025-08-08,Daily expense,-89
5330,1331,1,,2025-08-09,Monthly income,3330
5331,1332,6,332,2025-08-10,Daily expense,-91
5332,1333,7,333,2025-08-11,Daily expense,-92
5333,1334,8,334,2025-08-12,Daily expense,-93
5334,1335,9,335,2025-08-13,Daily expense,-94
5335,1336,1,,2025-08-14,Monthly income,3335
5336,1337,11,337,2025-08-15,Daily expense,-96
5337,1338,12,338,2025-08-16,Daily expense,-97
5338,1339,13,339,2025-08-17,Daily expense,-98
5339,1340,14,340,2025-08-18,Daily expense,-99
5340,1341,1,,2025-08-19,Monthly income,3340
5341,1342,6,342,2025-08-20,Daily expense,-101
5342,1343,7,343,2025-08-21,Daily expense,-102
5343,1344,8,344,2025-08-22,Daily expense,-103
5344,1345,9,345,2025-08-23,Daily expense,-104
5345,1346,1,,2025-08-24,Monthly income,3345
5346,1347,11,347,2025-08-25,Daily expense,-106
5347,1348,12,348,2025-08-26,Daily expense,-107
5348,1349,13,349,2025-08-27,Daily expense,-108
5349,1350,14,350,2025-08-28,Daily expense,-109
5350,1351,1,,2025-08-29,Monthly income,3350
5351,1352,6,352,2025-08-30,Daily expense,-111
5352,1353,7,353,2025-08-31,Daily expense,-112
5353,1354,8,354,2025-09-01,Daily expense,-113
5354,1355,9,355,2025-09-02,Daily expense,-114
5355,1356,1,,2025-09-03,Monthly income,3355
5356,1357,11,357,2025-09-04,Daily expense,-116
5357,1358,12,358,2025-09-05,Daily expense,-117
5358,1359,13,359,2025-09-06,Daily expense,-118
5359,1360,14,360,2025-09-07,Daily expense,-119
5360,1361,1,,2025-09-08,Monthly income,3360
5361,1362,6,362,2025-09-09,Daily expense,-121
5362,1363,7,363,2025-09-10,Daily expense,-122
5363,1364,8,364,2025-09-11,Daily expense,-123
5364,1365,9,365,2025-09-12,Daily expense,-124
5365,1366,1,,2025-09-13,Monthly income,3365
5366,1367,11,367,2025-09-14,Daily expense,-126
5367,1368,12,368,2025-09-15,Daily expense,-127
5368,1369,13,369,2025-09-16,Daily expense,-128
5369,1370,14,370,2025-09-17,Daily expense,-129
5370,1371,1,,2025-09-18,Monthly income,3370
5371,1372,6,372,2025-09-19,Daily expense,-131
5372,1373,7,373,2025-09-20,Daily expense,-132
5373,1374,8,374,2025-09-21,Daily expense,-133
5374,1375,9,375,2025-09-22,Daily expense,-134
5375,1376,1,,2025-09-23,Monthly income,3375
5376,1377,11,377,2025-09-24,Daily expense,-136
5377,1378,12,378,2025-09-25,Daily expense,-137
5378,1379,13,379,2025-09-26,Daily expense,-138
5379,1380,14,380,2025-09-27,Daily expense,-139
5380,1381,1,,2025-09-28,Monthly income,3380
5381,1382,6,382,2025-09-29,Daily expense,-141
5382,1383,7,383,2025-09-30,Daily expense,-142
5383,1384,8,384,2025-10-01,Daily expense,-143
5384,1385,9,385,2025-10-02,Daily expense,-144
5385,1386,1,,2025-10-03,Monthly income,3385
5386,1387,11,387,2025-10-04,Daily expense,-146
5387,1388,12,388,2025-10-05,Daily expense,-147
5388,1389,13,389,2025-10-06,Daily expense,-148
5389,1390,14,390,2025-10-07,Daily expense,-149
5390,1391,1,,2025-10-08,Monthly income,3390
5391,1392,6,392,2025-10-09,Daily expense,-151
5392,1393,7,393,2025-10-10,Daily expense,-152
5393,1394,8,394,2025-10-11,Daily expense,-153
5394,1395,9,395,2025-10-12,Daily expense,-154
5395,1396,1,,2025-10-13,Monthly income,3395
5396,1397,11,397,2025-10-14,Daily expense,-156
5397,1398,12,398,2025-10-15,Daily expense,-157
5398,1399,13,399,2025-10-16,Daily expense,-158
5399,1400,14,400,2025-10-17,Daily expense,-159
5400,1401,1,,2025-10-18,Monthly income,2500
5401,1402,6,402,2025-10-19,Daily expense,-161
5402,1403,7,403,2025-10-20,Daily expense,-162
5403,1404,8,404,2025-10-21,Daily expense,-163
5404,1405,9,405,2025-10-22,Daily expense,-164
5405,1406,1,,2025-10-23,Monthly income,2505
5406,1407,11,407,2025-10-24,Daily expense,-166
5407,1408,12,408,2025-10-25,Daily expense,-167
5408,1409,13,409,2025-10-26,Daily expense,-168
5409,1410,14,410,2025-10-27,Daily expense,-169
5410,1411,1,,2025-10-28,Monthly income,2510
5411,1412,6,412,2025-10-29,Daily expense,-171
5412,1413,7,413,2025-10-30,Daily expense,-172
5413,1414,8,414,2025-10-31,Daily expense,-173
5414,1415,9,415,2025-11-01,Daily expense,-174
5415,1416,1,,2025-11-02,Monthly income,2515
5416,1417,11,417,2025-11-03,Daily expense,-176
5417,1418,12,418,2025-11-04,Daily expense,-177
5418,1419,13,419,2025-11-05,Daily expense,-178
5419,1420,14,420,2025-11-06,Daily expense,-179
5420,1421,1,,2025-11-07,Monthly income,2520
5421,1422,6,422,2025-11-08,Daily expense,-181
5422,1423,7,423,2025-11-09,Daily expense,-182
5423,1424,8,424,2025-11-10,Daily expense,-183
5424,1425,9,425,2025-11-11,Daily expense,-184
5425,1426,1,,2025-11-12,Monthly income,2525
5426,1427,11,427,2025-11-13,Daily expense,-186
5427,1428,12,428,2025-11-14,Daily expense,-187
5428,1429,13,429,2025-11-15,Daily expense,-188
5429,1430,14,430,2025-11-16,Daily expense,-189
5430,1431,1,,2025-11-17,Monthly income,2530
5431,1432,6,432,2025-11-18,Daily expense,-191
5432,1433,7,433,2025-11-19,Daily expense,-192
5433,1434,8,434,2025-11-20,Daily expense,-193
5434,1435,9,435,2025-11-21,Daily expense,-194
5435,1436,1,,2025-11-22,Monthly income,2535
5436,1437,11,437,2025-11-23,Daily expense,-196
5437,1438,12,438,2025-11-24,Daily expense,-197
5438,1439,13,439,2025-11-25,Daily expense,-198
5439,1440,14,440,2025-11-26,Daily expense,-199
5440,1441,1,,2025-11-27,Monthly income,2540
5441,1442,6,442,2025-11-28,Daily expense,-201
5442,1443,7,443,2025-11-29,Daily expense,-202
5443,1444,8,444,2025-11-30,Daily expense,-203
5444,1445,9,445,2025-12-01,Daily expense,-204
5445,1446,1,,2025-12-02,Monthly income,2545
5446,1447,11,447,2025-12-03,Daily expense,-206
5447,1448,12,448,2025-12-04,Daily expense,-207
5448,1449,13,449,2025-12-05,Daily expense,-208
5449,1450,14,450,2025-12-06,Daily expense,-209
5450,1451,1,,2025-12-07,Monthly income,2550
5451,1452,6,452,2025-12-08,Daily expense,-211
5452,1453,7,453,2025-12-09,Daily expense,-212
5453,1454,8,454,2025-12-10,Daily expense,-213
5454,1455,9,455,2025-12-11,Daily expense,-214
5455,1456,1,,2025-12-12,Monthly income,2555
5456,1457,11,457,2025-12-13,Daily expense,-216
5457,1458,12,458,2025-12-14,Daily expense,-217
5458,1459,13,459,2025-12-15,Daily expense,-218
5459,1460,14,460,2025-12-16,Daily expense,-219
5460,1461,1,,2025-12-17,Monthly income,2560
5461,1462,6,462,2025-12-18,Daily expense,-221
5462,1463,7,463,2025-12-19,Daily expense,-222
5463,1464,8,464,2025-12-20,Daily expense,-223
5464,1465,9,465,2025-12-21,Daily expense,-224
5465,1466,1,,2025-12-22,Monthly income,2565
5466,1467,11,467,2025-12-23,Daily expense,-226
5467,1468,12,468,2025-12-24,Daily expense,-227
5468,1469,13,469,2025-12-25,Daily expense,-228
5469,1470,14,470,2025-12-26,Daily expense,-229
5470,1471,1,,2025-12-27,Monthly income,2570
5471,1472,6,472,2025-12-28,Daily expense,-231
5472,1473,7,473,2025-12-29,Daily expense,-232
5473,1474,8,474,2025-12-30,Daily expense,-233
5474,1475,9,475,2025-12-31,Daily expense,-234
5475,1476,1,,2025-01-01,Monthly income,2575
5476,1477,11,477,2025-01-02,Daily expense,-236
5477,1478,12,478,2025-01-03,Daily expense,-237
5478,1479,13,479,2025-01-04,Daily expense,-238
5479,1480,14,480,2025-01-05,Daily expense,-239
5480,1481,1,,2025-01-06,Monthly income,2580
5481,1482,6,482,2025-01-07,Daily expense,-241
5482,1483,7,483,2025-01-08,Daily expense,-242
5483,1484,8,484,2025-01-09,Daily expense,-243
5484,1485,9,485,2025-01-10,Daily expense,-244
5485,1486,1,,2025-01-11,Monthly income,2585
5486,1487,11,487,2025-01-12,Daily expense,-246
5487,1488,12,488,2025-01-13,Daily expense,-247
5488,1489,13,489,2025-01-14,Daily expense,-248
5489,1490,14,490,2025-01-15,Daily expense,-249
5490,1491,1,,2025-01-16,Monthly income,2590
5491,1492,6,492,2025-01-17,Daily expense,-251
5492,1493,7,493,2025-01-18,Daily expense,-252
5493,1494,8,494,2025-01-19,Daily expense,-253
5494,1495,9,495,2025-01-20,Daily expense,-254
5495,1496,1,,2025-01-21,Monthly income,2595
5496,1497,11,497,2025-01-22,Daily expense,-256
5497,1498,12,498,2025-01-23,Daily expense,-257
5498,1499,13,499,2025-01-24,Daily expense,-258
5499,1500,14,500,2025-01-25,Daily expense,-259
5500,1501,1,,2025-01-26,Monthly income,2600
5501,1502,6,502,2025-01-27,Daily expense,-11
5502,1503,7,503,2025-01-28,Daily expense,-12
5503,1504,8,504,2025-01-29,Daily expense,-13
5504,1505,9,505,2025-01-30,Daily expense,-14
5505,1506,1,,2025-01-31,Monthly income,2605
5506,1507,11,507,2025-02-01,Daily expense,-16
5507,1508,12,508,2025-02-02,Daily expense,-17
5508,1509,13,509,2025-02-03,Daily expense,-18
5509,1510,14,510,2025-02-04,Daily expense,-19
5510,1511,1,,2025-02-05,Monthly income,2610
5511,1512,6,512,2025-02-06,Daily expense,-21
5512,1513,7,513,2025-02-07,Daily expense,-22
5513,1514,8,514,2025-02-08,Daily expense,-23
5514,1515,9,515,2025-02-09,Daily expense,-24
5515,1516,1,,2025-02-10,Monthly income,2615
5516,1517,11,517,2025-02-11,Daily expense,-26
5517,1518,12,518,2025-02-12,Daily expense,-27
5518,1519,13,519,2025-02-13,Daily expense,-28
5519,1520,14,520,2025-02-14,Daily expense,-29
5520,1521,1,,2025-02-15,Monthly income,2620
5521,1522,6,522,2025-02-16,Daily expense,-31
5522,1523,7,523,2025-02-17,Daily expense,-32
5523,1524,8,524,2025-02-18,Daily expense,-33
5524,1525,9,525,2025-02-19,Daily expense,-34
5525,1526,1,,2025-02-20,Monthly income,2625
5526,1527,11,527,2025-02-21,Daily expense,-36
5527,1528,12,528,2025-02-22,Daily expense,-37
5528,1529,13,529,2025-02-23,Daily expense,-38
5529,1530,14,530,2025-02-24,Daily expense,-39
5530,1531,1,,2025-02-25,Monthly income,2630
5531,1532,6,532,2025-02-26,Daily expense,-41
5532,1533,7,533,2025-02-27,Daily expense,-42
5533,1534,8,534,2025-02-28,Daily expense,-43
5534,1535,9,535,2025-03-01,Daily expense,-44
5535,1536,1,,2025-03-02,Monthly income,2635
5536,1537,11,537,2025-03-03,Daily expense,-46
5537,1538,12,538,2025-03-04,Daily expense,-47
5538,1539,13,539,2025-03-05,Daily expense,-48
5539,1540,14,540,2025-03-06,Daily expense,-49
5540,1541,1,,2025-03-07,Monthly income,2640
5541,1542,6,542,2025-03-08,Daily expense,-51
5542,1543,7,543,2025-03-09,Daily expense,-52
5543,1544,8,544,2025-03-10,Daily expense,-53
5544,1545,9,545,2025-03-11,Daily expense,-54
5545,1546,1,,2025-03-12,Monthly income,2645
5546,1547,11,547,2025-03-13,Daily expense,-56
5547,1548,12,548,2025-03-14,Daily expense,-57
5548,1549,13,549,2025-03-15,Daily expense,-58
5549,1550,14,550,2025-03-16,Daily expense,-59
5550,1551,1,,2025-03-17,Monthly income,2650
5551,1552,6,552,2025-03-18,Daily expense,-61
5552,1553,7,553,2025-03-19,Daily expense,-62
5553,1554,8,554,2025-03-20,Daily expense,-63
5554,1555,9,555,2025-03-21,Daily expense,-64
5555,1556,1,,2025-03-22,Monthly income,2655
5556,1557,11,557,2025-03-23,Daily expense,-66
5557,1558,12,558,2025-03-24,Daily expense,-67
5558,1559,13,559,2025-03-25,Daily expense,-68
5559,1560,14,560,2025-03-26,Daily expense,-69
5560,1561,1,,2025-03-27,Monthly income,2660
5561,1562,6,562,2025-03-28,Daily expense,-71
5562,1563,7,563,2025-03-29,Daily expense,-72
5563,1564,8,564,2025-03-30,Daily expense,-73
5564,1565,9,565,2025-03-31,Daily expense,-74
5565,1566,1,,2025-04-01,Monthly income,2665
5566,1567,11,567,2025-04-02,Daily expense,-76
5567,1568,12,568,2025-04-03,Daily expense,-77
5568,1569,13,569,2025-04-04,Daily expense,-78
5569,1570,14,570,2025-04-05,Daily expense,-79
5570,1571,1,,2025-04-06,Monthly income,2670
5571,1572,6,572,2025-04-07,Daily expense,-81
5572,1573,7,573,2025-04-08,Daily expense,-82
5573,1574,8,574,2025-04-09,Daily expense,-83
5574,1575,9,575,2025-04-10,Daily expense,-84
5575,1576,1,,2025-04-11,Monthly income,2675
5576,1577,11,577,2025-04-12,Daily expense,-86
5577,1578,12,578,2025-04-13,Daily expense,-87
5578,1579,13,579,2025-04-14,Daily expense,-88
5579,1580,14,580,2025-04-15,Daily expense,-89
5580,1581,1,,2025-04-16,Monthly income,2680
5581,1582,6,582,2025-04-17,Daily expense,-91
5582,1583,7,583,2025-04-18,Daily expense,-92
5583,1584,8,584,2025-04-19,Daily expense,-93
5584,1585,9,585,2025-04-20,Daily expense,-94
5585,1586,1,,2025-04-21,Monthly income,2685
5586,1587,11,587,2025-04-22,Daily expense,-96
5587,1588,12,588,2025-04-23,Daily expense,-97
5588,1589,13,589,2025-04-24,Daily expense,-98
5589,1590,14,590,2025-04-25,Daily expense,-99
5590,1591,1,,2025-04-26,Monthly income,2690
5591,1592,6,592,2025-04-27,Daily expense,-101
5592,1593,7,593,2025-04-28,Daily expense,-102
5593,1594,8,594,2025-04-29,Daily expense,-103
5594,1595,9,595,2025-04-30,Daily expense,-104
5595,1596,1,,2025-05-01,Monthly income,2695
5596,1597,11,597,2025-05-02,Daily expense,-106
5597,1598,12,598,2025-05-03,Daily expense,-107
5598,1599,13,599,2025-05-04,Daily expense,-108
5599,1600,14,600,2025-05-05,Daily expense,-109
5600,1601,1,,2025-05-06,Monthly income,2700
5601,1602,6,602,2025-05-07,Daily expense,-111
5602,1603,7,603,2025-05-08,Daily expense,-112
5603,1604,8,604,2025-05-09,Daily expense,-113
5604,1605,9,605,2025-05-10,Daily expense,-114
5605,1606,1,,2025-05-11,Monthly income,2705
5606,1607,11,607,2025-05-12,Daily expense,-116
5607,1608,12,608,2025-05-13,Daily expense,-117
5608,1609,13,609,2025-05-14,Daily expense,-118
5609,1610,14,610,2025-05-15,Daily expense,-119
5610,1611,1,,2025-05-16,Monthly income,2710
5611,1612,6,612,2025-05-17,Daily expense,-121
5612,1613,7,613,2025-05-18,Daily expense,-122
5613,1614,8,614,2025-05-19,Daily expense,-123
5614,1615,9,615,2025-05-20,Daily expense,-124
5615,1616,1,,2025-05-21,Monthly income,2715
5616,1617,11,617,2025-05-22,Daily expense,-126
5617,1618,12,618,2025-05-23,Daily expense,-127
5618,1619,13,619,2025-05-24,Daily expense,-128
5619,1620,14,620,2025-05-25,Daily expense,-129
5620,1621,1,,2025-05-26,Monthly income,2720
5621,1622,6,622,2025-05-27,Daily expense,-131
5622,1623,7,623,2025-05-28,Daily expense,-132
5623,1624,8,624,2025-05-29,Daily expense,-133
5624,1625,9,625,2025-05-30,Daily expense,-134
5625,1626,1,,2025-05-31,Monthly income,2725
5626,1627,11,627,2025-06-01,Daily expense,-136
5627,1628,12,628,2025-06-02,Daily expense,-137
5628,1629,13,629,2025-06-03,Daily expense,-138
5629,1630,14,630,2025-06-04,Daily expense,-139
5630,1631,1,,2025-06-05,Monthly income,2730
5631,1632,6,632,2025-06-06,Daily expense,-141
5632,1633,7,633,2025-06-07,Daily expense,-142
5633,1634,8,634,2025-06-08,Daily expense,-143
5634,1635,9,635,2025-06-09,Daily expense,-144
5635,1636,1,,2025-06-10,Monthly income,2735
5636,1637,11,637,2025-06-11,Daily expense,-146
5637,1638,12,638,2025-06-12,Daily expense,-147
5638,1639,13,639,2025-06-13,Daily expense,-148
5639,1640,14,640,2025-06-14,Daily expense,-149
5640,1641,1,,2025-06-15,Monthly income,2740
5641,1642,6,642,2025-06-16,Daily expense,-151
5642,1643,7,643,2025-06-17,Daily expense,-152
5643,1644,8,644,2025-06-18,Daily expense,-153
5644,1645,9,645,2025-06-19,Daily expense,-154
5645,1646,1,,2025-06-20,Monthly income,2745
5646,1647,11,647,2025-06-21,Daily expense,-156
5647,1648,12,648,2025-06-22,Daily expense,-157
5648,1649,13,649,2025-06-23,Daily expense,-158
5649,1650,14,650,2025-06-24,Daily expense,-159
5650,1651,1,,2025-06-25,Monthly income,2750
5651,1652,6,652,2025-06-26,Daily expense,-161
5652,1653,7,653,2025-06-27,Daily expense,-162
5653,1654,8,654,2025-06-28,Daily expense,-163
5654,1655,9,655,2025-06-29,Daily expense,-164
5655,1656,1,,2025-06-30,Monthly income,2755
5656,1657,11,657,2025-07-01,Daily expense,-166
5657,1658,12,658,2025-07-02,Daily expense,-167
5658,1659,13,659,2025-07-03,Daily expense,-168
5659,1660,14,660,2025-07-04,Daily expense,-169
5660,1661,1,,2025-07-05,Monthly income,2760
5661,1662,6,662,2025-07-06,Daily expense,-171
5662,1663,7,663,2025-07-07,Daily expense,-172
5663,1664,8,664,2025-07-08,Daily expense,-173
5664,1665,9,665,2025-07-09,Daily expense,-174
5665,1666,1,,2025-07-10,Monthly income,2765
5666,1667,11,667,2025-07-11,Daily expense,-176
5667,1668,12,668,2025-07-12,Daily expense,-177
5668,1669,13,669,2025-07-13,Daily expense,-178
5669,1670,14,670,2025-07-14,Daily expense,-179
5670,1671,1,,2025-07-15,Monthly income,2770
5671,1672,6,672,2025-07-16,Daily expense,-181
5672,1673,7,673,2025-07-17,Daily expense,-182
5673,1674,8,674,2025-07-18,Daily expense,-183
5674,1675,9,675,2025-07-19,Daily expense,-184
5675,1676,1,,2025-07-20,Monthly income,2775
5676,1677,11,677,2025-07-21,Daily expense,-186
5677,1678,12,678,2025-07-22,Daily expense,-187
5678,1679,13,679,2025-07-23,Daily expense,-188
5679,1680,14,680,2025-07-24,Daily expense,-189
5680,1681,1,,2025-07-25,Monthly income,2780
5681,1682,6,682,2025-07-26,Daily expense,-191
5682,1683,7,683,2025-07-27,Daily expense,-192
5683,1684,8,684,2025-07-28,Daily expense,-193
5684,1685,9,685,2025-07-29,Daily expense,-194
5685,1686,1,,2025-07-30,Monthly income,2785
5686,1687,11,687,2025-07-31,Daily expense,-196
5687,1688,12,688,2025-08-01,Daily expense,-197
5688,1689,13,689,2025-08-02,Daily expense,-198
5689,1690,14,690,2025-08-03,Daily expense,-199
5690,1691,1,,2025-08-04,Monthly income,2790
5691,1692,6,692,2025-08-05,Daily expense,-201
5692,1693,7,693,2025-08-06,Daily expense,-202
5693,1694,8,694,2025-08-07,Daily expense,-203
5694,1695,9,695,2025-08-08,Daily expense,-204
5695,1696,1,,2025-08-09,Monthly income,2795
5696,1697,11,697,2025-08-10,Daily expense,-206
5697,1698,12,698,2025-08-11,Daily expense,-207
5698,1699,13,699,2025-08-12,Daily expense,-208
5699,1700,14,700,2025-08-13,Daily expense,-209
5700,1701,1,,2025-08-14,Monthly income,2800
5701,1702,6,702,2025-08-15,Daily expense,-211
5702,1703,7,703,2025-08-16,Daily expense,-212
5703,1704,8,704,2025-08-17,Daily expense,-213
5704,1705,9,705,2025-08-18,Daily expense,-214
5705,1706,1,,2025-08-19,Monthly income,2805
5706,1707,11,707,2025-08-20,Daily expense,-216
5707,1708,12,708,2025-08-21,Daily expense,-217
5708,1709,13,709,2025-08-22,Daily expense,-218
5709,1710,14,710,2025-08-23,Daily expense,-219
5710,1711,1,,2025-08-24,Monthly income,2810
5711,1712,6,712,2025-08-25,Daily expense,-221
5712,1713,7,713,2025-08-26,Daily expense,-222
5713,1714,8,714,2025-08-27,Daily expense,-223
5714,1715,9,715,2025-08-28,Daily expense,-224
5715,1716,1,,2025-08-29,Monthly income,2815
5716,1717,11,717,2025-08-30,Daily expense,-226
5717,1718,12,718,2025-08-31,Daily expense,-227
5718,1719,13,719,2025-09-01,Daily expense,-228
5719,1720,14,720,2025-09-02,Daily expense,-229
5720,1721,1,,2025-09-03,Monthly income,2820
5721,1722,6,722,2025-09-04,Daily expense,-231
5722,1723,7,723,2025-09-05,Daily expense,-232
5723,1724,8,724,2025-09-06,Daily expense,-233
5724,1725,9,725,2025-09-07,Daily expense,-234
5725,1726,1,,2025-09-08,Monthly income,2825
5726,1727,11,727,2025-09-09,Daily expense,-236
5727,1728,12,728,2025-09-10,Daily expense,-237
5728,1729,13,729,2025-09-11,Daily expense,-238
5729,1730,14,730,2025-09-12,Daily expense,-239
5730,1731,1,,2025-09-13,Monthly income,2830
5731,1732,6,732,2025-09-14,Daily expense,-241
5732,1733,7,733,2025-09-15,Daily expense,-242
5733,1734,8,734,2025-09-16,Daily expense,-243
5734,1735,9,735,2025-09-17,Daily expense,-244
5735,1736,1,,2025-09-18,Monthly income,2835
5736,1737,11,737,2025-09-19,Daily expense,-246
5737,1738,12,738,2025-09-20,Daily expense,-247
5738,1739,13,739,2025-09-21,Daily expense,-248
5739,1740,14,740,2025-09-22,Daily expense,-249
5740,1741,1,,2025-09-23,Monthly income,2840
5741,1742,6,742,2025-09-24,Daily expense,-251
5742,1743,7,743,2025-09-25,Daily expense,-252
5743,1744,8,744,2025-09-26,Daily expense,-253
5744,1745,9,745,2025-09-27,Daily expense,-254
5745,1746,1,,2025-09-28,Monthly income,2845
5746,1747,11,747,2025-09-29,Daily expense,-256
5747,1748,12,748,2025-09-30,Daily expense,-257
5748,1749,13,749,2025-10-01,Daily expense,-258
5749,1750,14,750,2025-10-02,Daily expense,-259
5750,1751,1,,2025-10-03,Monthly income,2850
5751,1752,6,752,2025-10-04,Daily expense,-11
5752,1753,7,753,2025-10-05,Daily expense,-12
5753,1754,8,754,2025-10-06,Daily expense,-13
5754,1755,9,755,2025-10-07,Daily expense,-14
5755,1756,1,,2025-10-08,Monthly income,2855
5756,1757,11,757,2025-10-09,Daily expense,-16
5757,1758,12,758,2025-10-10,Daily expense,-17
5758,1759,13,759,2025-10-11,Daily expense,-18
5759,1760,14,760,2025-10-12,Daily expense,-19
5760,1761,1,,2025-10-13,Monthly income,2860
5761,1762,6,762,2025-10-14,Daily expense,-21
5762,1763,7,763,2025-10-15,Daily expense,-22
5763,1764,8,764,2025-10-16,Daily expense,-23
5764,1765,9,765,2025-10-17,Daily expense,-24
5765,1766,1,,2025-10-18,Monthly income,2865
5766,1767,11,767,2025-10-19,Daily expense,-26
5767,1768,12,768,2025-10-20,Daily expense,-27
5768,1769,13,769,2025-10-21,Daily expense,-28
5769,1770,14,770,2025-10-22,Daily expense,-29
5770,1771,1,,2025-10-23,Monthly income,2870
5771,1772,6,772,2025-10-24,Daily expense,-31
